,customer_id,payment_type_id,internet_service_type_id,contract_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,contract_type_id,paperless_billing,gender,senior_citizen,partner,dependents,payment_type_id,monthly_charges,total_charges,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
5333,5204-QZXPU,1,1,1,Male,0,No,No,19,No,No phone service,No,No,Yes,No,Yes,No,Yes,39.65,733.35,Yes,Month-to-month,DSL,Electronic check,1,Yes,Male,0,No,No,1,39.65,733.35,2020-06-21 18:07:34,No,No phone service,1,No,No,Yes,No,Yes,No
5334,5274-XHAKY,3,2,1,Female,0,Yes,Yes,41,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,94.3,3893.6,No,Month-to-month,Fiber optic,Bank transfer (automatic),1,Yes,Female,0,Yes,Yes,3,94.3,3893.6,2018-08-21 18:07:34,Yes,Yes,2,Yes,Yes,No,No,Yes,No
5335,5357-TZHPP,4,2,1,Male,1,No,No,9,Yes,Yes,No,No,No,No,No,Yes,Yes,84.4,732.5,Yes,Month-to-month,Fiber optic,Credit card (automatic),1,Yes,Male,1,No,No,4,84.4,732.5,2021-04-21 18:07:34,Yes,Yes,2,No,No,No,No,No,Yes
5336,5442-BXVND,3,3,1,Female,0,Yes,Yes,33,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.25,838.5,No,Month-to-month,None,Bank transfer (automatic),1,No,Female,0,Yes,Yes,3,24.25,838.5,2019-04-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5337,5759-RCVCB,4,1,1,Female,0,No,No,3,No,No phone service,No,No,No,No,Yes,No,No,35.2,108.95,Yes,Month-to-month,DSL,Credit card (automatic),1,No,Female,0,No,No,4,35.2,108.95,2021-10-21 18:07:34,No,No phone service,1,No,No,No,No,Yes,No
5338,5875-YPQFJ,1,2,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.9,69.9,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,0,No,No,1,69.9,69.9,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
5339,5960-MVTUK,1,1,1,Male,0,No,No,3,No,No phone service,No,No,No,Yes,No,No,Yes,29.75,96.85,No,Month-to-month,DSL,Electronic check,1,Yes,Male,0,No,No,1,29.75,96.85,2021-10-21 18:07:34,No,No phone service,1,No,No,No,Yes,No,No
5340,6341-JVQGF,2,1,2,Female,0,Yes,Yes,31,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,81.15,2545.75,No,One year,DSL,Mailed check,2,Yes,Female,0,Yes,Yes,2,81.15,2545.75,2019-06-21 18:07:34,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes
5341,6794-HKIAJ,3,2,1,Male,0,No,No,62,Yes,Yes,Yes,Yes,Yes,No,No,No,No,90.7,5586.45,No,Month-to-month,Fiber optic,Bank transfer (automatic),1,No,Male,0,No,No,3,90.7,5586.45,2016-11-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,No,No,No
5342,6905-NIQIN,2,1,1,Male,0,No,No,1,Yes,No,No,Yes,No,No,No,No,No,50.65,50.65,Yes,Month-to-month,DSL,Mailed check,1,No,Male,0,No,No,2,50.65,50.65,2021-12-21 18:07:34,Yes,No,1,No,Yes,No,No,No,No
5343,7054-LGEQW,2,1,1,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,45.95,45.95,Yes,Month-to-month,DSL,Mailed check,1,No,Female,0,No,No,2,45.95,45.95,2021-12-21 18:07:34,Yes,No,1,No,No,No,No,No,No
5344,7064-JHXCE,4,3,3,Male,0,Yes,Yes,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,1263.9,No,Two year,None,Credit card (automatic),3,No,Male,0,Yes,Yes,4,20.05,1263.9,2016-11-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5345,7426-WEIJX,1,2,1,Male,1,Yes,Yes,60,Yes,Yes,Yes,No,No,No,No,No,Yes,80.95,4859.1,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,1,Yes,Yes,1,80.95,4859.1,2017-01-21 18:07:34,Yes,Yes,2,Yes,No,No,No,No,No
5346,7716-YTYHG,2,2,2,Female,0,Yes,Yes,48,Yes,Yes,No,No,No,No,No,Yes,Yes,82.05,4029.95,Yes,One year,Fiber optic,Mailed check,2,Yes,Female,0,Yes,Yes,2,82.05,4029.95,2018-01-21 18:07:34,Yes,Yes,2,No,No,No,No,No,Yes
5347,7895-VONWT,1,1,1,Female,0,No,No,25,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,48.25,1293.8,No,Month-to-month,DSL,Electronic check,1,Yes,Female,0,No,No,1,48.25,1293.8,2019-12-21 18:07:34,No,No phone service,1,No,No,Yes,No,Yes,Yes
5348,7931-PXHFC,2,1,2,Male,0,No,No,38,Yes,No,No,No,Yes,Yes,No,Yes,Yes,62.3,2354.8,Yes,One year,DSL,Mailed check,2,Yes,Male,0,No,No,2,62.3,2354.8,2018-11-21 18:07:34,Yes,No,1,No,No,Yes,Yes,No,Yes
5349,8041-TMEID,4,2,3,Male,1,Yes,No,63,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,108.5,6991.9,No,Two year,Fiber optic,Credit card (automatic),3,No,Male,1,Yes,No,4,108.5,6991.9,2016-10-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes
5350,8044-BGWPI,1,3,1,Male,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,21.15,306.05,No,Month-to-month,None,Electronic check,1,Yes,Male,0,Yes,Yes,1,21.15,306.05,2021-01-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5351,8668-KNZTI,1,1,2,Male,0,No,No,52,Yes,No,Yes,No,Yes,No,No,No,No,53.75,2790.65,No,One year,DSL,Electronic check,2,No,Male,0,No,No,1,53.75,2790.65,2017-09-21 18:07:34,Yes,No,1,Yes,No,Yes,No,No,No
5352,8746-OQQRW,2,3,1,Male,0,No,No,4,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.25,101.9,No,Month-to-month,None,Mailed check,1,No,Male,0,No,No,2,25.25,101.9,2021-09-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5353,9506-UXUSK,1,2,1,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,Yes,70.15,931.75,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,0,No,No,1,70.15,931.75,2020-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
5354,9625-QNLUX,4,2,3,Male,0,Yes,Yes,68,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,103.25,7074.4,No,Two year,Fiber optic,Credit card (automatic),3,Yes,Male,0,Yes,Yes,4,103.25,7074.4,2016-05-21 18:07:34,Yes,No,2,Yes,Yes,Yes,No,Yes,Yes
5355,9626-WEQRM,2,1,1,Female,0,No,No,4,No,No phone service,Yes,No,No,No,No,No,Yes,29.15,110.05,No,Month-to-month,DSL,Mailed check,1,Yes,Female,0,No,No,2,29.15,110.05,2021-09-21 18:07:34,No,No phone service,1,Yes,No,No,No,No,No
5356,9985-MWVIX,2,2,1,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.15,70.15,Yes,Month-to-month,Fiber optic,Mailed check,1,Yes,Female,0,No,No,2,70.15,70.15,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
5357,0916-KNFAJ,2,1,3,Male,0,Yes,No,61,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,69.9,4226.7,No,Two year,DSL,Mailed check,3,Yes,Male,0,Yes,No,2,69.9,4226.7,2016-12-21 18:07:34,Yes,Yes,1,Yes,No,Yes,No,No,Yes
5358,1265-BCFEO,3,1,3,Female,0,Yes,No,71,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,80.45,5662.25,No,Two year,DSL,Bank transfer (automatic),3,Yes,Female,0,Yes,No,3,80.45,5662.25,2016-02-21 18:07:34,Yes,Yes,1,No,No,Yes,Yes,Yes,Yes
5359,1384-RCUXW,2,2,1,Male,0,No,No,16,Yes,Yes,No,Yes,No,No,No,No,Yes,80.55,1248.9,No,Month-to-month,Fiber optic,Mailed check,1,Yes,Male,0,No,No,2,80.55,1248.9,2020-09-21 18:07:34,Yes,Yes,2,No,Yes,No,No,No,No
5360,1496-GGSUK,2,1,1,Female,1,No,No,1,No,No phone service,No,No,No,No,No,No,Yes,25.7,25.7,Yes,Month-to-month,DSL,Mailed check,1,Yes,Female,1,No,No,2,25.7,25.7,2021-12-21 18:07:34,No,No phone service,1,No,No,No,No,No,No
5361,1730-ZMAME,1,2,1,Female,1,No,No,32,Yes,No,No,No,No,No,No,Yes,Yes,79.5,2665,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,1,No,No,1,79.5,2665,2019-05-21 18:07:34,Yes,No,2,No,No,No,No,No,Yes
5362,1763-KUAAW,3,3,2,Female,1,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,369.6,No,One year,None,Bank transfer (automatic),2,No,Female,1,No,No,3,20.35,369.6,2020-07-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5363,1849-RJYIG,1,1,1,Female,0,No,No,8,Yes,No,Yes,No,No,No,Yes,No,Yes,60.0,487.75,No,Month-to-month,DSL,Electronic check,1,Yes,Female,0,No,No,1,60.0,487.75,2021-05-21 18:07:34,Yes,No,1,Yes,No,No,No,Yes,No
5364,2202-OUTMO,3,1,1,Female,0,Yes,No,34,Yes,Yes,Yes,No,No,Yes,No,No,Yes,60.85,2003.6,No,Month-to-month,DSL,Bank transfer (automatic),1,Yes,Female,0,Yes,No,3,60.85,2003.6,2019-03-21 18:07:34,Yes,Yes,1,Yes,No,No,Yes,No,No
5365,2220-IAHLS,4,3,1,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,19.4,No,Month-to-month,None,Credit card (automatic),1,No,Female,0,No,No,4,19.4,19.4,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5366,2303-PJYHN,3,3,1,Female,0,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,52,No,Month-to-month,None,Bank transfer (automatic),1,No,Female,0,Yes,No,3,19.85,52,2021-11-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5367,2664-XJZNO,4,2,3,Male,0,Yes,Yes,72,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,104.9,7559.55,No,Two year,Fiber optic,Credit card (automatic),3,Yes,Male,0,Yes,Yes,4,104.9,7559.55,2016-01-21 18:07:34,Yes,No,2,Yes,No,Yes,Yes,Yes,Yes
5368,2668-TZSPS,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,20.45,No,Month-to-month,None,Mailed check,1,No,Male,0,No,No,2,20.45,20.45,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5369,2773-MADBQ,2,1,3,Female,0,No,No,36,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,Yes,53.1,1901.25,No,Two year,DSL,Mailed check,3,Yes,Female,0,No,No,2,53.1,1901.25,2019-01-21 18:07:34,No,No phone service,1,Yes,Yes,Yes,Yes,No,Yes
5370,2868-MZAGQ,1,2,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,Yes,79.25,79.25,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,0,No,No,1,79.25,79.25,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,Yes
5371,2925-VDZHY,4,1,3,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,88.7,6501.35,No,Two year,DSL,Credit card (automatic),3,No,Male,0,Yes,Yes,4,88.7,6501.35,2016-01-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
5372,2957-JIRMN,1,2,2,Female,1,No,No,62,Yes,Yes,No,No,No,No,Yes,No,No,84.45,4959.15,No,One year,Fiber optic,Electronic check,2,No,Female,1,No,No,1,84.45,4959.15,2016-11-21 18:07:34,Yes,Yes,2,No,No,No,No,Yes,No
5373,3115-JPJDD,4,2,2,Female,0,Yes,No,59,Yes,No,Yes,No,Yes,No,No,No,Yes,81.25,4639.45,No,One year,Fiber optic,Credit card (automatic),2,Yes,Female,0,Yes,No,4,81.25,4639.45,2017-02-21 18:07:34,Yes,No,2,Yes,No,Yes,No,No,No
5374,3148-AOIQT,4,3,3,Female,0,Yes,No,69,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.95,1718.35,No,Two year,None,Credit card (automatic),3,Yes,Female,0,Yes,No,4,24.95,1718.35,2016-04-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5375,3161-GETRM,4,2,1,Male,0,Yes,Yes,34,Yes,Yes,No,No,Yes,No,No,Yes,Yes,90.05,3097,No,Month-to-month,Fiber optic,Credit card (automatic),1,Yes,Male,0,Yes,Yes,4,90.05,3097,2019-03-21 18:07:34,Yes,Yes,2,No,No,Yes,No,No,Yes
5376,3771-PZOBW,4,2,1,Male,0,No,No,20,Yes,Yes,No,No,Yes,No,Yes,No,Yes,90.7,1781.35,No,Month-to-month,Fiber optic,Credit card (automatic),1,Yes,Male,0,No,No,4,90.7,1781.35,2020-05-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,No
5377,4283-FUTGF,1,2,1,Male,1,No,No,19,Yes,Yes,No,No,Yes,No,No,No,Yes,79.85,1471.75,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,1,No,No,1,79.85,1471.75,2020-06-21 18:07:34,Yes,Yes,2,No,No,Yes,No,No,No
5378,4367-NUYAO,2,3,3,Male,0,Yes,Yes,0,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.75, ,No,Two year,None,Mailed check,3,No,Male,0,Yes,Yes,2,25.75, ,2022-01-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5379,4452-ROHMO,2,3,3,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,331.6,No,Two year,None,Mailed check,3,No,Female,0,No,No,2,19.6,331.6,2020-10-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5380,4611-ANLQC,1,1,2,Female,0,Yes,No,60,No,No phone service,Yes,Yes,Yes,No,No,Yes,No,50.05,2911.5,No,One year,DSL,Electronic check,2,No,Female,0,Yes,No,1,50.05,2911.5,2017-01-21 18:07:34,No,No phone service,1,Yes,Yes,Yes,No,No,Yes
5381,4671-VJLCL,4,1,3,Female,0,No,No,63,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,79.85,4861.45,No,Two year,DSL,Credit card (automatic),3,Yes,Female,0,No,No,4,79.85,4861.45,2016-10-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No
5382,4735-BJKOU,2,3,3,Female,0,No,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,804.85,No,Two year,None,Mailed check,3,No,Female,0,No,No,2,20.15,804.85,2018-09-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5383,4803-AXVYP,1,2,1,Female,1,No,No,38,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,99.55,3734.25,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,1,No,No,1,99.55,3734.25,2018-11-21 18:07:34,Yes,Yes,2,No,No,No,Yes,Yes,Yes
5384,5049-GLYVG,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.6,20.6,Yes,Month-to-month,None,Mailed check,1,No,Male,0,No,No,2,20.6,20.6,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5385,5364-XYIRR,1,2,1,Male,0,Yes,No,51,Yes,Yes,No,No,No,No,Yes,Yes,Yes,94.65,4812.75,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,0,Yes,No,1,94.65,4812.75,2017-10-21 18:07:34,Yes,Yes,2,No,No,No,No,Yes,Yes
5386,5419-KLXBN,3,2,1,Female,0,Yes,Yes,25,Yes,No,No,Yes,Yes,No,Yes,No,Yes,89.15,2257.75,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),1,Yes,Female,0,Yes,Yes,3,89.15,2257.75,2019-12-21 18:07:34,Yes,No,2,No,Yes,Yes,No,Yes,No
5387,5474-LAMUQ,2,3,2,Male,0,Yes,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,533.9,No,One year,None,Mailed check,2,No,Male,0,Yes,No,2,20.1,533.9,2020-01-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5388,5546-QUERU,2,3,2,Male,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.95,257,No,One year,None,Mailed check,2,Yes,Male,0,No,No,2,19.95,257,2020-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5389,5616-PRTNT,1,3,1,Male,0,No,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.4,374.5,Yes,Month-to-month,None,Electronic check,1,Yes,Male,0,No,Yes,1,19.4,374.5,2020-05-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5390,5701-GUXDC,4,1,2,Female,0,Yes,No,26,No,No phone service,Yes,No,Yes,No,No,No,No,35.4,978.6,No,One year,DSL,Credit card (automatic),2,No,Female,0,Yes,No,4,35.4,978.6,2019-11-21 18:07:34,No,No phone service,1,Yes,No,Yes,No,No,No
5391,5976-JCJRH,1,2,1,Male,0,Yes,No,10,Yes,No,No,No,No,No,No,No,Yes,70.3,738.2,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,0,Yes,No,1,70.3,738.2,2021-03-21 18:07:34,Yes,No,2,No,No,No,No,No,No
5392,6029-WTIPC,1,2,1,Male,1,No,No,37,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,101.1,3744.05,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,1,No,No,1,101.1,3744.05,2018-12-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
5393,6432-TWQLB,1,2,1,Male,0,Yes,No,5,Yes,Yes,No,Yes,No,Yes,No,No,Yes,85.4,401.1,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,0,Yes,No,1,85.4,401.1,2021-08-21 18:07:34,Yes,Yes,2,No,Yes,No,Yes,No,No
5394,6481-LXPWL,4,1,2,Male,0,Yes,Yes,56,No,No phone service,No,Yes,Yes,No,No,No,Yes,36.1,1971.5,No,One year,DSL,Credit card (automatic),2,Yes,Male,0,Yes,Yes,4,36.1,1971.5,2017-05-21 18:07:34,No,No phone service,1,No,Yes,Yes,No,No,No
5395,6762-NSODU,4,3,3,Female,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,958.15,No,Two year,None,Credit card (automatic),3,No,Female,0,Yes,Yes,4,19.4,958.15,2018-03-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5396,6813-GZQCG,4,3,3,Female,0,Yes,Yes,45,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.65,1171.3,No,Two year,None,Credit card (automatic),3,Yes,Female,0,Yes,Yes,4,24.65,1171.3,2018-04-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5397,7408-OFWXJ,4,1,3,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.8,6510.45,No,Two year,DSL,Credit card (automatic),3,No,Female,0,Yes,Yes,4,89.8,6510.45,2016-01-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
5398,7569-NMZYQ,3,2,3,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,118.75,8672.45,No,Two year,Fiber optic,Bank transfer (automatic),3,Yes,Female,0,Yes,Yes,3,118.75,8672.45,2016-01-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
5399,7663-CUXZB,1,2,3,Male,0,Yes,No,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,113.75,6561.25,No,Two year,Fiber optic,Electronic check,3,No,Male,0,Yes,No,1,113.75,6561.25,2017-02-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
5400,7883-ROJOC,2,1,1,Female,0,Yes,No,19,Yes,No,No,No,No,No,No,No,No,44.9,839.65,No,Month-to-month,DSL,Mailed check,1,No,Female,0,Yes,No,2,44.9,839.65,2020-06-21 18:07:34,Yes,No,1,No,No,No,No,No,No
5401,7954-MLBUN,3,2,3,Male,0,No,No,31,Yes,No,No,No,Yes,Yes,Yes,Yes,No,99.45,3109.9,No,Two year,Fiber optic,Bank transfer (automatic),3,No,Male,0,No,No,3,99.45,3109.9,2019-06-21 18:07:34,Yes,No,2,No,No,Yes,Yes,Yes,Yes
5402,8173-RXAYP,2,3,3,Female,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,452.55,No,Two year,None,Mailed check,3,No,Female,0,Yes,Yes,2,19.7,452.55,2020-01-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5403,8395-ETZKQ,3,3,2,Male,1,Yes,Yes,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.5,1193.55,No,One year,None,Bank transfer (automatic),2,No,Male,1,Yes,Yes,3,19.5,1193.55,2016-05-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5404,8495-PRWFH,1,1,1,Female,1,No,No,42,Yes,Yes,No,No,Yes,No,No,No,No,55.65,2421.75,No,Month-to-month,DSL,Electronic check,1,No,Female,1,No,No,1,55.65,2421.75,2018-07-21 18:07:34,Yes,Yes,1,No,No,Yes,No,No,No
5405,8496-DMZUK,3,2,2,Male,0,No,No,30,Yes,Yes,Yes,Yes,Yes,No,No,No,No,90.4,2820.65,No,One year,Fiber optic,Bank transfer (automatic),2,No,Male,0,No,No,3,90.4,2820.65,2019-07-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,No,No,No
5406,8695-ARGXZ,1,2,1,Male,1,Yes,No,34,Yes,Yes,No,No,No,No,No,No,Yes,75.55,2425.4,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,1,Yes,No,1,75.55,2425.4,2019-03-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
5407,9058-HRZSV,1,2,1,Female,1,Yes,No,65,Yes,No,Yes,Yes,Yes,No,No,Yes,No,94.4,6126.15,No,Month-to-month,Fiber optic,Electronic check,1,No,Female,1,Yes,No,1,94.4,6126.15,2016-08-21 18:07:34,Yes,No,2,Yes,Yes,Yes,No,No,Yes
5408,9184-GALIL,2,3,1,Female,0,Yes,Yes,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,781.25,No,Month-to-month,None,Mailed check,1,No,Female,0,Yes,Yes,2,20.45,781.25,2018-11-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5409,9450-TRJUU,1,2,1,Male,0,No,No,35,Yes,Yes,No,No,No,No,Yes,No,No,83.15,2848.45,No,Month-to-month,Fiber optic,Electronic check,1,No,Male,0,No,No,1,83.15,2848.45,2019-02-21 18:07:34,Yes,Yes,2,No,No,No,No,Yes,No
5410,9572-WUKSB,1,1,1,Male,0,Yes,No,3,No,No phone service,No,No,No,Yes,No,No,Yes,29.9,92.25,No,Month-to-month,DSL,Electronic check,1,Yes,Male,0,Yes,No,1,29.9,92.25,2021-10-21 18:07:34,No,No phone service,1,No,No,No,Yes,No,No
5411,9974-JFBHQ,4,2,1,Male,0,No,Yes,64,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,99.15,6171.2,No,Month-to-month,Fiber optic,Credit card (automatic),1,Yes,Male,0,No,Yes,4,99.15,6171.2,2016-09-21 18:07:34,Yes,No,2,No,Yes,No,Yes,Yes,Yes
5412,0953-LGOVU,2,1,1,Male,0,Yes,Yes,12,No,No phone service,No,Yes,No,Yes,No,No,No,35.5,432.25,No,Month-to-month,DSL,Mailed check,1,No,Male,0,Yes,Yes,2,35.5,432.25,2021-01-21 18:07:34,No,No phone service,1,No,Yes,No,Yes,No,No
5413,1140-UKVZG,2,3,1,Female,0,No,No,17,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.8,475.25,No,Month-to-month,None,Mailed check,1,No,Female,0,No,No,2,24.8,475.25,2020-08-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5414,1163-VIPRI,1,2,3,Female,0,Yes,Yes,65,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,109.3,7337.55,No,Two year,Fiber optic,Electronic check,3,No,Female,0,Yes,Yes,1,109.3,7337.55,2016-08-21 18:07:34,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes
5415,1197-BVMVG,1,2,1,Female,1,No,No,4,Yes,Yes,No,No,No,No,No,No,Yes,74.45,294.45,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,1,No,No,1,74.45,294.45,2021-09-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
5416,1323-OOEPC,4,2,1,Female,0,Yes,No,53,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,98.4,5149.5,Yes,Month-to-month,Fiber optic,Credit card (automatic),1,Yes,Female,0,Yes,No,4,98.4,5149.5,2017-08-21 18:07:34,Yes,Yes,2,No,Yes,No,No,Yes,Yes
5417,1501-SGHBW,2,1,1,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,45.85,81,Yes,Month-to-month,DSL,Mailed check,1,No,Male,0,No,No,2,45.85,81,2021-11-21 18:07:34,Yes,No,1,No,No,No,No,No,No
5418,1682-VCOIO,2,3,2,Male,0,No,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,481.1,No,One year,None,Mailed check,2,No,Male,0,No,No,2,20.45,481.1,2020-02-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5419,2108-XWMPY,2,1,1,Male,0,No,No,3,No,No phone service,Yes,Yes,No,No,No,No,Yes,35.45,106.85,Yes,Month-to-month,DSL,Mailed check,1,Yes,Male,0,No,No,2,35.45,106.85,2021-10-21 18:07:34,No,No phone service,1,Yes,Yes,No,No,No,No
